"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-07-08,R003,"1354798","1",12,"00000020210708036453","0000000003"
2021-04-08,R002,"1407009","1",4,"00000020210408011175","0000000001"
2021-05-09,R003,"1402888","2",3,"00000020210509031625","0000000001"
2021-04-13,R001,"334428","2",18,"00000020210413033576","0000000004"
2021-02-13,R004,"1414603","1",13,"00000002021021301353","0000000001"
2021-01-06,R001,"907954","1",3,"00000020210106018870","0000000001"
2021-05-23,R002,"1078953","1",11,"00000002021052301817","0000000002"
2021-02-20,R001,"698992","1",2,"00000020210220119013","0000000001"
2021-03-25,R003,"847293","1",1,"00000020210325019340","0000000002"
2021-04-14,R003,"744121","2",14,"00000020210414025125","0000000001"
2021-06-17,R002,"568509","2",4,"00000020210617031869","0000000002"
2021-02-04,R002,"871768","2",17,"00000020210204081478","0000000003"
2021-01-18,R002,"705613","1",7,"00000020210118013065","0000000001"
2021-02-13,R004,"862820","2",11,"00000020210213036354","0000000003"
2021-03-22,R001,"1153855","2",6,"00000020210322027328","0000000001"
2021-01-28,R003,"1224122","2",17,"00000020210128027556","0000000001"
2021-02-26,R003,"715451","1",1,"00000020210226015930","0000000003"
2021-05-01,R002,"633668","2",12,"00000020210501012812","0000000001"
2021-07-19,R003,"962420","1",17,"00000020210719056237","0000000001"
2021-02-16,R003,"1132805","1",18,"00000020210216017398","0000000003"
2021-05-15,R002,"377970","2",2,"00000020210515032548","0000000001"
2021-01-22,R002,"565864","2",11,"00000002021012203205","0000000003"
2021-04-10,R002,"1265596","1",7,"00000020210410029085","0000000002"
2021-01-21,R001,"742625","1",6,"00000020210121026064","0000000001"
2021-02-27,R003,"1100521","1",16,"00000020210227024028","0000000002"
2021-02-19,R001,"1240632","1",17,"00000020210219011536","0000000004"
2021-04-28,R003,"450444","1",19,"00000020210428053819","0000000005"
2021-01-27,R004,"877557","1",8,"00000020210127016402","0000000003"
2021-02-19,R003,"348084","1",10,"00000020210219118871","0000000001"
2021-04-27,R004,"135492","1",9,"00000020210427015555","0000000001"
2021-05-23,R001,"625283","2",20,"00000002021052307100","0000000012"
2021-01-18,R003,"789820","1",8,"00000020210118034511","0000000004"
2021-01-19,R004,"1338539","1",3,"00000020210119056445","0000000001"
2021-02-10,R004,"996702","1",4,"00000020210210019145","0000000001"
2021-03-29,R001,"1139926","2",18,"00000020210329035838","0000000001"
2021-05-10,R003,"747029","1",6,"00000020210510011534","0000000001"
2021-06-30,R002,"1385973","2",9,"00000020210630016198","0000000002"
2021-06-28,R001,"959683","2",5,"00000002021062803260","0000000001"
2021-04-22,R003,"375765","1",7,"00000020210422032034","0000000001"
2021-03-27,R003,"788210","2",19,"00000020210327011791","0000000003"
2021-07-12,R003,"1207634","1",5,"00000020210712012289","0000000016"
2021-03-31,R003,"1035486","1",8,"00000020210331076790","0000000002"
2021-03-17,R004,"973410","1",13,"00000020210317013015","0000000007"
2021-03-01,R003,"1407766","1",6,"00000020210301033582","0000000001"
2021-02-19,R002,"750067","1",7,"00000020210219051099","0000000003"
2021-02-26,R001,"382371","2",4,"00000020210226018726","0000000002"
2021-05-29,R001,"719027","1",12,"00000020210529024608","0000000002"
2021-04-21,R004,"633719","2",7,"00000000202104210121","0000000001"
2021-01-26,R001,"724361","2",18,"00000020210126014167","0000000003"
2021-04-29,R001,"750067","2",14,"00000020210429017607","0000000001"
2021-07-25,R001,"470203","1",11,"00000020210725014258","0000000011"
2021-06-02,R002,"1371149","2",11,"00000020210602015466","0000000004"
2021-07-09,R002,"409556","1",8,"00000020210709012306","0000000005"
2021-04-21,R001,"955501","1",3,"00000020210421011990","0000000005"
2021-05-17,R002,"373043","2",8,"00000020210517014102","0000000002"
2021-06-17,R001,"716393","2",4,"00000020210617035476","0000000001"
2021-04-19,R002,"701475","2",15,"00000020210419011754","0000000003"
2021-04-27,R002,"602616","2",19,"00000020210427012559","0000000003"
2021-03-01,R002,"1165373","1",6,"00000020210301018001","0000000002"
2021-06-15,R002,"1338539","2",2,"00000002021061502631","0000000002"
2021-02-20,R002,"177415","2",12,"00000020210220033571","0000000004"
2021-07-10,R002,"772041","2",14,"00000020210710051323","0000000001"
2021-04-02,R004,"505681","2",2,"00000020210402018380","0000000001"
2021-05-17,R003,"617864","1",11,"00000020210517019560","0000000001"
2021-05-26,R002,"862820","1",5,"00000020210526042082","0000000004"
2021-03-03,R004,"416453","1",6,"00000020210303012917","0000000010"
2021-05-05,R004,"658945","1",3,"00000020210505013353","0000000001"
2021-01-28,R004,"1077886","2",10,"00000020210128115247","0000000002"
2021-02-02,R003,"1368319","2",7,"00000020210202058585","0000000001"
2021-01-12,R001,"531775","1",2,"00000020210112014810","0000000005"
2021-07-10,R002,"898325","1",17,"00000020210710029117","0000000003"
2021-07-08,R004,"983807","2",19,"00000020210708014339","0000000008"
2021-06-02,R002,"1243875","1",4,"00000020210602042634","0000000002"
2021-02-12,R002,"1269037","2",3,"00000020210212037739","0000000007"
2021-01-12,R004,"567181","1",4,"00000020210112039008","0000000001"
2021-05-11,R004,"619225","1",12,"00000020210511028132","0000000003"
2021-04-19,R002,"1137889","2",14,"00000020210419013440","0000000004"
2021-06-06,R004,"1275886","1",8,"00000020210606036263","0000000001"
2021-01-10,R003,"977610","2",5,"00000020210110024411","0000000001"
2021-06-26,R004,"895977","2",5,"00000020210626015209","0000000009"
2021-05-19,R001,"1225994","2",1,"00000020210519014648","0000000001"
2021-03-22,R001,"747029","1",3,"00000020210322038113","0000000001"
2021-01-19,R002,"933169","2",13,"00000002021011901485","0000000001"
2021-07-15,R002,"887667","1",14,"00000020210715011127","0000000002"
2021-05-20,R003,"1036610","2",10,"00000020210520013542","0000000001"
2021-03-10,R002,"962349","1",16,"00000020210310021019","0000000003"
2021-05-18,R004,"903582","2",18,"00000020210518023610","0000000001"
2021-03-07,R004,"529365","1",9,"00000020210307017577","0000000002"
2021-04-15,R001,"1215772","2",18,"00000020210415029556","0000000005"
2021-03-25,R004,"701475","2",20,"00000020210325011533","0000000002"
2021-02-27,R001,"722241","2",3,"00000020210227048766","0000000002"
2021-02-12,R002,"439153","2",11,"00000020210212041159","0000000002"
2021-01-31,R002,"1211740","2",17,"00000020210131018482","0000000001"
2021-07-06,R004,"646737","1",20,"00000020210706011063","0000000013"
2021-05-13,R002,"848687","1",19,"00000020210513032442","0000000001"
2021-01-27,R002,"842648","1",16,"00000020210127018102","0000000001"
2021-07-13,R001,"980983","1",7,"00000020210713034570","0000000002"
2021-02-18,R002,"1243145","2",13,"00000002021021801960","0000000001"
2021-01-26,R004,"1335323","1",3,"00000020210126012078","0000000001"
2021-06-28,R001,"176703","2",19,"00000020210628035229","0000000001"
2021-07-12,R003,"1388566","1",14,"00000020210712021056","0000000001"
2021-03-17,R001,"961809","1",4,"00000002021031701570","0000000001"
2021-03-29,R001,"1188174","1",18,"00000020210329014808","0000000001"
2021-04-20,R003,"731499","2",3,"00000020210420038758","0000000003"
2021-01-22,R004,"1234373","2",7,"00000020210122033185","0000000001"
2021-05-21,R004,"887667","2",19,"00000002021052101321","0000000004"
2021-01-18,R004,"606358","1",10,"00000020210118019465","0000000005"
2021-03-23,R002,"1413352","2",13,"00000020210323024621","0000000002"
2021-03-26,R002,"1237444","1",3,"00000020210326016780","0000000001"
2021-02-17,R001,"812976","2",6,"00000020210217023434","0000000003"
2021-04-18,R004,"843741","1",5,"00000020210418031528","0000000002"
2021-06-03,R002,"990746","1",19,"00000020210603052072","0000000001"
2021-03-23,R002,"1051191","2",9,"00000002021032304857","0000000009"
2021-01-20,R001,"861542","1",18,"00000020210120017046","0000000001"
2021-01-21,R003,"484984","1",4,"00000002021012104710","0000000005"
2021-01-23,R003,"1366537","1",4,"00000020210123031726","0000000002"
2021-05-19,R004,"983807","2",7,"00000020210519032174","0000000002"
2021-03-14,R003,"1412097","1",16,"00000020210314021136","0000000001"
2021-06-13,R001,"405117","1",20,"00000020210613011141","0000000001"
2021-03-20,R003,"537808","1",8,"00000020210320018208","0000000006"
2021-02-01,R002,"952943","2",15,"00000020210201018485","0000000001"
2021-04-18,R004,"730883","1",9,"00000020210418049213","0000000001"
2021-05-30,R003,"546194","1",16,"00000020210530031420","0000000017"
2021-02-11,R002,"267118","2",17,"00000020210211012989","0000000001"
2021-07-08,R001,"1327815","1",11,"00000020210708032152","0000000008"
2021-02-01,R001,"1163077","2",17,"00000020210201011660","0000000001"
2021-03-03,R002,"917665","1",1,"00000020210303014533","0000000006"
2021-06-02,R002,"467658","1",14,"00000020210602034983","0000000005"
2021-02-06,R002,"519956","1",20,"00000020210206043196","0000000002"
2021-03-26,R002,"813982","2",12,"00000020210326028514","0000000002"
2021-02-25,R002,"841775","1",10,"00000020210225022170","0000000003"
2021-04-20,R001,"646737","2",6,"00000020210420021164","0000000001"
2021-02-06,R002,"1234579","1",12,"00000020210206016279","0000000003"
2021-04-01,R004,"773262","2",5,"00000020210401017722","0000000001"
2021-04-26,R002,"551827","1",17,"00000020210426037549","0000000001"
2021-04-05,R004,"275029","2",6,"00000020210405022251","0000000001"
2021-01-27,R003,"962349","2",2,"00000020210127014231","0000000001"
2021-04-19,R002,"794620","1",15,"00000020210419018692","0000000001"
2021-07-23,R002,"652321","2",11,"00000020210723011907","0000000001"
2021-01-27,R003,"1116704","1",12,"00000020210127028694","0000000002"
2021-02-22,R004,"485205","2",12,"00000020210222011889","0000000005"
2021-01-22,R001,"1297240","2",18,"00000020210122058485","0000000001"
2021-01-13,R004,"874988","2",10,"00000020210113019814","0000000002"
2021-02-16,R003,"1299495","2",20,"00000020210216029084","0000000003"
2021-05-03,R003,"546194","1",4,"00000020210503118520","0000000002"
2021-06-23,R002,"1057184","1",3,"00000002021062303241","0000000011"
2021-05-13,R001,"536609","2",2,"00000020210513012645","0000000003"
2021-03-12,R003,"1119277","2",10,"00000020210312025659","0000000009"
2021-04-08,R003,"1304728","2",14,"00000020210408014715","0000000001"
2021-07-17,R003,"1133607","1",8,"00000020210717034199","0000000002"
2021-07-22,R003,"661757","1",11,"00000020210722041127","0000000014"
2021-01-08,R003,"717993","1",13,"00000020210108017480","0000000002"
2021-07-21,R003,"1045621","1",1,"00000020210721057175","0000000001"
2021-02-16,R004,"899974","2",2,"00000002021021602618","0000000001"
2021-06-26,R004,"638421","1",6,"00000020210626034975","0000000001"
2021-02-19,R004,"712830","1",2,"00000020210219072185","0000000003"
2021-04-04,R001,"531932","2",9,"00000020210404023524","0000000004"
2021-04-26,R004,"769534","1",8,"00000020210426021473","0000000004"
2021-01-24,R001,"1307896","2",6,"00000020210124041832","0000000002"
2021-01-05,R001,"689803","2",13,"00000020210105031114","0000000002"
2021-07-13,R003,"675471","2",9,"00000020210713012693","0000000001"
2021-06-16,R003,"933898","2",14,"00000002021061604440","0000000004"
2021-04-23,R003,"527233","2",7,"00000002021042302430","0000000002"
2021-07-26,R002,"374926","1",5,"00000020210726034815","0000000009"
2021-01-17,R004,"1230155","2",4,"00000020210117033003","0000000001"
2021-03-03,R004,"492210","1",16,"00000002021030301287","0000000006"
2021-01-22,R004,"779147","1",14,"00000020210122056949","0000000003"
2021-02-08,R001,"284903","2",7,"00000020210208035655","0000000001"
2021-03-12,R003,"903582","2",3,"00000020210312035363","0000000003"
2021-02-13,R003,"1354798","1",17,"00000020210213055909","0000000001"
2021-03-11,R001,"637541","2",8,"00000020210311011626","0000000001"
2021-05-05,R001,"1139926","2",2,"00000020210505031501","0000000001"
2021-06-10,R001,"1082908","2",5,"00000002021061001204","0000000001"
2021-03-19,R003,"405117","2",12,"00000020210319038114","0000000002"
2021-05-05,R004,"1159352","1",15,"00000020210505022510","0000000001"
2021-01-15,R001,"808228","1",14,"00000020210115016194","0000000001"
2021-01-25,R003,"760538","1",9,"00000002021012502262","0000000003"
2021-02-03,R001,"383748","1",4,"00000020210203035412","0000000001"
2021-06-21,R001,"610703","2",1,"00000020210621034388","0000000005"
2021-07-17,R001,"1304831","1",19,"00000020210717026976","0000000001"
2021-05-06,R004,"744023","2",15,"00000020210506011990","0000000001"
2021-06-02,R001,"1071035","2",3,"00000020210602032605","0000000002"
2021-06-28,R004,"1307155","2",8,"00000002021062802255","0000000001"
2021-01-23,R003,"673769","2",6,"00000020210123016460","0000000002"
2021-04-21,R003,"698992","2",20,"00000002021042101327","0000000001"
2021-03-03,R001,"1422669","2",17,"00000020210303027119","0000000003"
2021-03-04,R002,"821724","1",2,"00000020210304038454","0000000002"
2021-02-10,R001,"933169","2",19,"00000020210210023841","0000000013"
2021-07-21,R003,"1264854","1",5,"00000020210721041059","0000000006"
2021-01-19,R001,"938978","1",6,"00000002021011901998","0000000009"
2021-02-21,R002,"976201","1",19,"00000020210221017629","0000000003"
2021-01-28,R002,"1023712","2",8,"00000002021012801899","0000000005"
2021-03-14,R004,"977610","2",7,"00000020210314039845","0000000003"
2021-06-06,R002,"705613","2",19,"00000020210606023762","0000000002"
2021-02-14,R003,"21100","2",18,"00000020210214023470","0000000003"
2021-04-22,R004,"555162","2",6,"00000020210422012730","0000000001"
2021-05-25,R002,"602616","1",19,"00000020210525018744","0000000002"
2021-04-14,R003,"712830","2",15,"00000002021041404315","0000000001"
2021-07-25,R004,"816516","1",2,"00000002021072501931","0000000003"
2021-01-12,R004,"1413280","1",12,"00000020210112019297","0000000001"
2021-03-30,R004,"956076","1",12,"00000020210330017679","0000000003"
2021-01-20,R003,"1400960","1",18,"00000020210120012839","0000000001"
2021-02-02,R001,"1402888","2",3,"00000020210202012347","0000000002"
2021-03-11,R004,"1183818","2",8,"00000020210311016113","0000000002"
2021-02-10,R002,"561691","2",16,"00000020210210019635","0000000002"
2021-03-22,R001,"1148843","2",13,"00000020210322015818","0000000001"
2021-03-12,R004,"871425","1",18,"00000020210312026065","0000000003"
2021-05-29,R001,"432592","1",8,"00000020210529033543","0000000002"
2021-04-09,R003,"546194","1",9,"00000020210409058625","0000000001"
2021-03-15,R004,"282587","1",9,"00000020210315017231","0000000003"
2021-02-22,R003,"1194669","1",2,"00000020210222016773","0000000003"
2021-01-26,R003,"21100","1",19,"00000002021012602258","0000000003"
2021-06-15,R001,"386124","2",7,"00000020210615025612","0000000001"
2021-01-18,R001,"1399019","1",10,"00000020210118024969","0000000009"
2021-01-27,R002,"1215772","1",8,"00000020210127011964","0000000003"
2021-02-26,R003,"717993","2",1,"00000020210226014812","0000000002"
2021-01-14,R003,"1183238","1",4,"00000020210114028633","0000000005"
2021-07-07,R004,"548638","1",3,"00000002021070701789","0000000001"
2021-01-12,R002,"530599","2",17,"00000002021011201699","0000000007"
2021-06-01,R002,"1140541","2",20,"00000002021060102419","0000000003"
2021-02-24,R004,"962349","2",4,"00000020210224016389","0000000004"
2021-01-09,R001,"1265627","1",2,"00000020210109025789","0000000007"
2021-03-25,R004,"189439","2",11,"00000020210325026707","0000000002"
2021-03-21,R001,"1366537","2",15,"00000020210321027622","0000000006"
2021-01-23,R004,"993493","1",10,"00000020210123021330","0000000009"
2021-06-09,R002,"333636","2",13,"00000020210609041416","0000000003"
2021-02-14,R004,"519956","1",15,"00000020210214019270","0000000002"
2021-02-06,R004,"804250","2",14,"00000020210206039341","0000000001"
2021-03-04,R003,"1211740","1",6,"00000020210304058096","0000000005"
2021-03-04,R004,"283943","2",20,"00000020210304038989","0000000004"
2021-06-28,R004,"739746","2",11,"00000002021062803295","0000000003"
2021-03-04,R003,"347270","1",8,"00000020210304016038","0000000003"
2021-03-11,R001,"986423","2",12,"00000020210311014441","0000000003"
2021-07-24,R003,"312432","1",12,"00000020210724021680","0000000001"
2021-01-18,R004,"1008173","1",20,"00000020210118028073","0000000003"
2021-01-11,R004,"1275886","2",6,"00000020210111017580","0000000002"
