address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 2248 19th Street,2248 19th St,1.0,2.0,1037.0,06/12/2015,864000.0,37.76098,-122.404929,Potrero Hill,11.0,Condominium,1912.0,1193819.0,94107.0
Address: 2324 19th Street,2324 19th St,1.0,1.0,575.0,06/12/2015,2675000.0,37.760871,-122.405643,Potrero Hill,4.0,SingleFamily,1932.0,879890.0,94107.0
Address: 829 Rhode Island Street,829 Rhode Island St,3.0,3.0,2600.0,06/12/2015,2940000.0,37.759252,-122.401729,Potrero Hill,8.0,SingleFamily,1930.0,2138040.0,94107.0
Address: 1840 Washington Street #203,1840 Washington St APT 203,1.0,1.0,863.0,06/12/2015,895000.0,37.793212,-122.423744,Pacific Heights,3.0,Condominium,2012.0,957891.0,94109.0
Address: 120 Landers Street #120F,120 Landers St # 120F,2.0,2.0,1145.0,06/12/2015,1333000.0,37.765577,-122.42818,Mission,5.0,Condominium,1983.0,1346362.0,94114.0
Address: 1535 Oak Street #3,1535 Oak St APT 3,1.0,1.0,765.0,06/12/2015,825000.0,37.771928,-122.4446,Haight-Ashbury,4.0,Condominium,1924.0,846235.0,94117.0
Address: 659 Broderick Street,659 Broderick St,1.0,2.0,1699.0,06/12/2015,1375000.0,37.776225,-122.439818,North Panhandle,7.0,Condominium,1890.0,1462986.0,94117.0
Address: 855 La Playa Street #163,855 La Playa St APT 163,2.0,2.0,954.0,06/12/2015,585000.0,37.772199,-122.510375,Outer Richmond,4.0,Condominium,1982.0,654994.0,94121.0
Address: 95 26th Avenue #A,95 26th Ave APT A,2.0,1.0,944.0,06/12/2015,865000.0,37.787802,-122.486563,Sea Cliff,3.0,SingleFamily,1922.0,998552.0,94121.0
Address: 182 Seal Rock Drive #182,182 Seal Rock Dr,1.0,2.0,1068.0,06/12/2015,900000.0,37.780873,-122.509368,Outer Richmond,5.0,Condominium,1947.0,865344.0,94121.0
Address: 286 Moulton Street,286 Moulton St,1.5,2.0,1151.0,06/12/2015,1350000.0,37.799352,-122.437369,Cow Hollow,4.0,Condominium,2001.0,1384172.0,94123.0
Address: 118 Whitney Street,118 Whitney St,3.0,3.0,2236.0,06/12/2015,2625000.0,37.739285,-122.427807,Glen Park,8.0,SingleFamily,1910.0,2288301.0,94131.0
Address: 426 Vallejo Street,426 Vallejo St,1.0,1.0,728.0,06/12/2015,725000.0,37.799119,-122.404977,Telegraph Hill,4.0,Condominium,1907.0,772903.0,94133.0
Address: 339 Filbert Street,339 Filbert St,2.0,2.0,1101.0,06/12/2015,2100000.0,37.80161,-122.40519,Telegraph Hill,4.0,Condominium,1994.0,2013459.0,94133.0
Address: 300 Berry Street #304,300 Berry St UNIT 304,1.0,1.0,732.0,06/12/2015,825000.0,37.773929,-122.39624,South of Market,3.0,Condominium,2006.0,915637.0,94158.0
Address: 8 Octavia Boulevard #306,8 Octavia St UNIT 306,2.0,2.0,1001.0,06/11/2015,1125000.0,37.772243,-122.423439,Hayes Valley,5.0,Condominium,2014.0,1101226.0,94102.0
Address: 961 Rhode Island Street #961A,961A Rhode Island St,2.5,4.0,2166.0,06/11/2015,1600000.0,37.757681,-122.401578,Potrero Hill,11.0,MultiFamily2To4,1908.0,1598282.0,94107.0
Address: 15 Montclair Terrace,15 Montclair Ter,3.5,3.0,2924.0,06/11/2015,3600000.0,37.802319,-122.419041,Russian Hill,9.0,SingleFamily,1957.0,4214157.0,94109.0
Address: 696 Edinburgh Street,696 Edinburgh St,2.0,3.0,1623.0,06/11/2015,910000.0,37.718404,-122.434488,Excelsior,7.0,SingleFamily,1908.0,817421.0,94112.0
Address: 120 Capistrano Avenue,120 Capistrano Ave,2.0,2.0,1350.0,06/11/2015,1130000.0,37.728692,-122.437451,Mission Terrace,6.0,SingleFamily,1914.0,1177775.0,94112.0
Address: 3003 Jackson Street,3003 Jackson St,5.0,5.0,4275.0,06/11/2015,5627000.0,37.790947,-122.444677,Pacific Heights,11.0,SingleFamily,1891.0,4923139.0,94115.0
Address: 2825 Santiago Street,2825 Santiago St,2.5,3.0,1449.0,06/11/2015,1260000.0,37.743705,-122.497725,Outer Parkside,6.0,SingleFamily,1955.0,1248253.0,94116.0
Address: 455 8th Avenue #3,455 8th Ave APT 3,2.0,2.0,1003.0,06/11/2015,1015000.0,37.779811,-122.466677,Inner Richmond,6.0,Condominium,2004.0,1026702.0,94118.0
Address: 1862 15th Avenue,1862 15th Ave,3.0,3.0,1950.0,06/11/2015,1572000.0,37.753122,-122.47177,Golden Gate Heights,6.0,SingleFamily,1947.0,1665646.0,94122.0
Address: 2245 Lincoln Way,2245 Lincoln Way,1.0,3.0,1650.0,06/11/2015,1800000.0,37.764958,-122.482319,Central Sunset,8.0,Condominium,1914.0,1731330.0,94122.0
Address: 18 Alder Street,18 Alder St,2.0,5.0,1866.0,06/11/2015,750000.0,37.719131,-122.405149,Visitacion Valley,8.0,SingleFamily,1975.0,787153.0,94134.0
Address: 246 2nd Street #1305,246 2nd St APT 1305,1.0,1.0,650.0,06/10/2015,810000.0,37.78575,-122.397404,Yerba Buena,3.0,Condominium,2000.0,776136.0,94105.0
Address: 10 Miller Place #1902,10 Miller Pl APT 1902,2.0,2.0,1175.0,06/10/2015,1557000.0,37.793228,-122.40891,Nob Hill,4.0,Condominium,1963.0,1541580.0,94108.0
Address: 1769 Broadway #8,1769 Broadway APT 8,2.0,2.0,1343.0,06/10/2015,1600000.0,37.795127,-122.426213,Pacific Heights,5.0,Condominium,1925.0,1593061.0,94109.0
Address: 134 Vienna Street,134 Vienna St,2.0,4.0,1828.0,06/10/2015,850000.0,37.72624,-122.426391,Excelsior,9.0,SingleFamily,1905.0,992256.0,94112.0
Address: 231 Divisadero Street,231 Divisadero St,2.0,2.0,1389.0,06/10/2015,1350000.0,37.770732,-122.437294,Buena Vista Park,5.0,Condominium,1900.0,1331273.0,94117.0
Address: 261 26th Avenue #1,261 26th Ave # 1,3.0,3.0,7750.0,06/10/2015,1602500.0,37.784579,-122.486468,Lake,4.0,SingleFamily,1904.0,1967164.0,94121.0
Address: 1406 40th Avenue,1406 40th Ave,1.0,2.0,1490.0,06/10/2015,800000.0,37.760508,-122.499205,Outer Sunset,5.0,SingleFamily,1936.0,1017346.0,94122.0
Address: 1515 26th Avenue,1515 26th Ave,1.0,3.0,1525.0,06/10/2015,1255000.0,37.759139,-122.484626,Central Sunset,6.0,SingleFamily,1931.0,1251807.0,94122.0
Address: 1552 Innes Avenue,1552 Innes Ave,2.0,4.0,1690.0,06/10/2015,785000.0,37.739187,-122.387893,Bayview,8.0,SingleFamily,1940.0,1013597.0,94124.0
Address: 1617 Church Street,1617 Church St,1.0,2.0,983.0,06/10/2015,1705000.0,37.74471,-122.42645,Noe Valley,6.0,SingleFamily,1885.0,1582548.0,94131.0
Address: 515 Garfield Street,515 Garfield St,1.25,2.0,925.0,06/10/2015,615000.0,37.719466,-122.467475,Merced Heights,4.0,SingleFamily,1949.0,868043.0,94132.0
Address: 1160 Mission Street #1210,1160 Mission St UNIT 1210,1.0,1.0,756.0,06/09/2015,900000.0,37.778705,-122.412635,South of Market,3.0,Condominium,2008.0,868450.0,94103.0
Address: 1 Juri Street,1 Juri St,2.5,4.0,2820.0,06/09/2015,1950000.0,37.749892,-122.421613,Mission,10.0,MultiFamily2To4,1900.0,1750366.0,94110.0
Address: 422 Faxon Avenue,422 Faxon Ave,1.0,4.0,1610.0,06/09/2015,810000.0,37.722296,-122.45991,Ingleside,7.0,SingleFamily,1925.0,720455.0,94112.0
Address: 634 Ashbury Street,634 Ashbury St,1.0,2.0,1461.0,06/09/2015,1610000.0,37.769583,-122.446508,Haight-Ashbury,6.0,Condominium,1906.0,1552346.0,94117.0
Address: 875 La Playa Street #376,875 La Playa St APT 376,2.0,2.0,1084.0,06/09/2015,750000.0,37.771695,-122.510316,Outer Richmond,4.0,Condominium,1983.0,766489.0,94121.0
Address: 2315 Lawton Street,2315 Lawton St,2.0,3.0,1980.0,06/09/2015,1400000.0,37.757235,-122.487803,Central Sunset,7.0,SingleFamily,1935.0,1068741.0,94122.0
Address: 1326 29th Avenue,1326 29th Ave,2.0,3.0,2085.0,06/09/2015,1650000.0,37.762549,-122.487472,Central Sunset,6.0,SingleFamily,1925.0,1583311.0,94122.0
Address: 2243 Bay Street,2243 Bay St,1.5,2.0,1648.0,06/09/2015,1725000.0,37.801463,-122.443928,Marina,6.0,SingleFamily,1927.0,2059338.0,94123.0
Address: 1160 Mission Street #1809,1160 Mission St UNIT 1809,1.0,1.0,764.0,06/08/2015,831000.0,37.778705,-122.412635,South of Market,3.0,Condominium,2008.0,879351.0,94103.0
Address: 386 Connecticut Street,386 Connecticut St,2.0,3.0,1622.0,06/08/2015,1725000.0,37.761415,-122.397705,Potrero Hill,3.0,Condominium,1995.0,1880907.0,94107.0
Address: 2658 39th Avenue,2658 39th Ave,1.0,2.0,1137.0,06/08/2015,991000.0,37.737286,-122.496449,Outer Parkside,5.0,SingleFamily,1948.0,1012379.0,94116.0
Address: 2936 Steiner Street,2936 Steiner St,2.0,2.0,2110.0,06/08/2015,3320000.0,37.796522,-122.436736,Cow Hollow,8.0,SingleFamily,1902.0,3547323.0,94123.0
Address: 5175 Diamond Heights Boulevard #108,5175 Diamond Heights Blvd APT 108,2.0,2.0,1175.0,06/08/2015,825000.0,37.745847,-122.439604,Diamond Heights,4.0,Condominium,1980.0,851493.0,94131.0
Address: 145 Gardenside Drive #14,145 Gardenside Dr # 14,1.0,1.0,970.0,06/08/2015,910000.0,37.754098,-122.445086,Twin Peaks,3.0,Condominium,1981.0,944413.0,94131.0
Address: 501 Crescent Way #5107,501 Crescent Way APT 5107,1.0,1.0,1095.0,06/08/2015,575000.0,37.711929,-122.388603,Bayview,4.0,Condominium,2006.0,555442.0,94134.0
Address: 300 3rd Street #1107,300 3rd St APT 1107,1.5,1.0,1030.0,06/05/2015,1001000.0,37.783184,-122.399084,Yerba Buena,3.0,Condominium,1990.0,1008444.0,94107.0
Address: 88 King Street #125,88 King St APT 125,2.0,2.0,1255.0,06/05/2015,1500000.0,37.78063,-122.389635,South Beach,4.0,Condominium,2000.0,1493449.0,94107.0
Address: 850 Powell Street #403,850 Powell St APT 403,3.0,3.0,2460.0,08/28/2015,2700000.0,37.79286,-122.40895,Nob Hill,8.0,Condominium,1978.0,2539803.0,94108.0
Address: 1 Daniel Burnham Court #204,1 Daniel Burnham Ct APT 204,1.0,1.0,745.0,06/05/2015,718000.0,37.786755,-122.4225,Van Ness - Civic Center,3.0,Condominium,1988.0,749593.0,94109.0
Address: 1174 Eddy Street #D,1174 Eddy St APT D,2.0,2.0,816.0,06/05/2015,730000.0,37.782345,-122.42702,Western Addition,4.0,Condominium,1992.0,745838.0,94109.0
Address: 361 Maynard Street,361 Maynard St,1.0,2.0,862.0,06/05/2015,650000.0,37.730097,-122.422906,Excelsior,4.0,SingleFamily,1942.0,710891.0,94112.0
Address: 553 Elizabeth Street,553 Elizabeth St,7.0,5.0,5269.421400393476,06/05/2015,7000000.0,37.751903,-122.433246,Noe Valley,13.0,SingleFamily,1907.0,7015783.0,94114.0
Address: 3007 Jackson Street,3007 Jackson St,4.0,6.0,3632.0,06/05/2015,6550000.0,37.790924,-122.444861,Pacific Heights,12.0,SingleFamily,1918.0,6622772.0,94115.0
Address: 2318 44th Avenue,2318 44th Ave,1.0,2.0,1250.0,06/05/2015,915000.0,37.743333,-122.502251,Outer Parkside,5.0,SingleFamily,1941.0,1402111.0,94116.0
Address: 115 Belgrave Avenue,115 Belgrave Ave,2.0,2.0,3253.0,06/05/2015,4950000.0,37.759344,-122.450019,Parnassus - Ashbury,6.0,SingleFamily,1937.0,4835292.0,94117.0
Address: 425 26th Avenue #1,425 26th Ave APT 1,1.5,2.0,955.0,06/08/2015,800000.0,37.781467,-122.486274,Central Richmond,4.0,Condominium,1975.0,821739.0,94121.0
Address: 1231 43rd Avenue,1231 43rd Ave,1.0,2.0,1000.0,06/05/2015,995000.0,37.763653,-122.50326,Outer Sunset,4.0,SingleFamily,1914.0,865646.0,94122.0
Address: 4631 Irving Street,4631-4633 Irving St,5.0,6.0,4030.0,06/05/2015,1330000.0,37.761962,-122.507735,Outer Sunset,13.0,Duplex,1978.0,1741128.0,94122.0
Address: 1723 Quesada Avenue,1723-1725 Quesada Ave,4.0,6.0,3008.0,06/05/2015,940000.0,37.733345,-122.391995,Bayview,13.0,Duplex,2003.0,1016833.0,94124.0
Address: 115 Bella Vista Way,115 Bella Vista Way,3.0,4.0,2787.0,06/05/2015,1805000.0,37.737846,-122.447945,Miraloma Park,7.0,SingleFamily,1941.0,1712220.0,94127.0
Address: 685 Laguna Honda Boulevard,685 Laguna Honda Blvd,3.5,4.0,3100.0,06/05/2015,2215000.0,37.745193,-122.456669,Forest Hill Extension,10.0,SingleFamily,1928.0,2306741.0,94127.0
Address: 11 Yerba Buena Avenue,11 Yerba Buena Ave,3.0,4.0,2675.0,06/05/2015,2701000.0,37.73839,-122.465227,St. Francis Wood,8.0,SingleFamily,1936.0,2925254.0,94127.0
Address: 60 Clairview Court,60 Clairview Ct,3.0,4.0,1274.0,06/05/2015,1200000.0,37.754505,-122.449803,Midtown Terrace,7.0,SingleFamily,1958.0,1222369.0,94131.0
Address: 324 Stratford Drive,324 Stratford Dr,1.0,2.0,1287.0,06/05/2015,1130000.0,37.719397,-122.473719,Lakeside,5.0,SingleFamily,1941.0,1118167.0,94132.0
Address: 231 Nueva Avenue,231 Nueva Ave,2.0,3.0,1550.0,06/05/2015,795000.0,37.710694,-122.397245,Little Hollywood,6.0,SingleFamily,1936.0,803148.0,94134.0
Address: 815 Goettingen Street,815 Goettingen St,1.0,3.0,1267.0,06/05/2015,840000.0,37.721871,-122.404277,Portola,5.0,SingleFamily,1947.0,849508.0,94134.0
Address: 1089 De Haro Street,1089 De Haro St,2.0,2.0,1088.0,06/04/2015,950000.0,37.75601,-122.40045,Potrero Hill,4.0,Condominium,1977.0,1004013.0,94107.0
Address: 1200 Gough Street #7F,1200 Gough St APT 7F,1.0,1.0,840.0,06/04/2015,800000.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,Condominium,1966.0,797434.0,94109.0
Address: 560 Presidio Avenue #3,560 Presidio Ave APT 3,1.0,1.0,793.0,06/04/2015,790000.0,37.786518,-122.446431,Lower Pacific Heights,3.0,MultiFamily2To4,1928.0,779437.0,94115.0
Address: 3240 Sacramento Street #C,3240 Sacramento St APT C,2.5,3.0,1948.0,06/04/2015,2100000.0,37.788538,-122.446369,Pacific Heights,6.0,Condominium,1990.0,2196293.0,94115.0
Address: 2026 10th Avenue,2026 10th Ave,1.0,3.0,1350.0,06/04/2015,1416000.0,37.750397,-122.466101,Forest Hill,6.0,SingleFamily,1926.0,1193380.0,94116.0
Address: 2127 33rd Avenue,2127 33rd Ave,3.0,3.0,1672.0,06/04/2015,1420000.0,37.747416,-122.491372,Parkside,7.0,SingleFamily,1945.0,1399705.0,94116.0
Address: 635 7th Avenue,635 7th Ave,2.0,3.0,2100.0,06/04/2015,1885000.0,37.776472,-122.465359,Inner Richmond,6.0,SingleFamily,1912.0,1891718.0,94118.0
Address: 868 44th Avenue,868 44th Ave,2.0,2.0,1542.0,06/04/2015,1200000.0,37.772231,-122.504258,Outer Richmond,7.0,SingleFamily,1924.0,1178659.0,94121.0
Address: 642 35th Avenue,642 35th Ave,3.0,3.0,2122.0,06/04/2015,1480000.0,37.77686,-122.494922,Outer Richmond,7.0,SingleFamily,1924.0,1458084.0,94121.0
Address: 743 19th Avenue,743 19th Ave,2.5,4.0,1862.0,06/04/2015,1790000.0,37.773886,-122.478167,Central Richmond,8.0,SingleFamily,1921.0,1841851.0,94121.0
Address: 1871 8th Avenue,1871-1873 8TH Ave,4.0,6.0,3639.0,06/04/2015,2050000.0,37.75344,-122.464832,Inner Sunset,13.0,Duplex,1983.0,2089078.0,94122.0
Address: 3817 26th Street,3817 26th St,2.5,3.0,2040.0,06/04/2015,1650000.0,37.748444,-122.425369,Eureka Valley - Dolores Heights - Castro,8.0,SingleFamily,1960.0,1779819.0,94131.0
Address: 530 Gellert Drive,530 Gellert Dr,3.0,4.0,2521.0,06/04/2015,1889000.0,37.730491,-122.488082,Lakeshore,8.0,SingleFamily,1953.0,1507699.0,94132.0
Address: 425 1st Street #4908,425 1st St UNIT 4908,1.0,1.0,755.0,06/03/2015,1200000.0,37.786064,-122.392173,South Beach,3.0,Condominium,2008.0,1164912.0,94105.0
Address: 260 King Street #961,260 King St UNIT 961,1.0,0.0,618.0,06/03/2015,615000.0,37.777641,-122.393417,South of Market,1.0,Condominium,2004.0,649280.0,94107.0
Address: 555 4th Street #919,555 4th St UNIT 919,2.0,2.0,1153.0,06/04/2015,1540000.0,37.779422,-122.39669,South of Market,5.0,Condominium,2006.0,1519225.0,94107.0
Address: 2970 21st Street,2970-2972 21ST St,5.5,9.0,5124.0,06/03/2015,1410000.0,37.75757,-122.41397,Mission,21.0,SingleFamily,1900.0,1323486.0,94110.0
Address: 1233 Guerrero Street,1233 Guerrero St,2.0,3.0,1350.0,06/03/2015,1428000.0,37.751413,-122.422488,Mission,8.0,Condominium,1894.0,2317038.0,94110.0
Address: 2431 Filbert Street,2431 Filbert St,3.0,3.0,1650.0,06/03/2015,1725000.0,37.79729,-122.43947,Cow Hollow,6.0,Condominium,1932.0,1942560.0,94123.0
Address: 197 Joost Avenue #199,197-199 Joost Ave #199,3.0,0.0,2750.0,06/03/2015,375000.0,37.732238,-122.439467,Sunnyside,11.0,MultiFamily2To4,1908.0,1663017.0,94131.0
Address: 99 Surrey Street,99 Surrey St,1.0,1.0,790.0,06/03/2015,805000.0,37.736005,-122.434209,Glen Park,5.0,SingleFamily,1900.0,987068.0,94131.0
Address: 249 Whitney Street,249 Whitney St,2.5,3.0,1990.0,06/03/2015,1910000.0,37.738094,-122.427099,Glen Park,8.0,SingleFamily,1905.0,1959146.0,94131.0
Address: 300 Valley Street #7,300 Valley St APT 7,2.0,2.0,1642.0,06/03/2015,1950000.0,37.744495,-122.429392,Noe Valley,5.746703961140568,Condominium,1920.0,3519600.0,94131.0
Address: 2 Ankeny Street,2 Ankeny St,3.0,4.0,2128.0,06/03/2015,925000.0,37.718576,-122.40356,Visitacion Valley,7.0,SingleFamily,1976.0,960272.0,94134.0
Address: 451 Kansas Street #438,451 Kansas St UNIT 438,1.0,0.0,436.0,06/02/2015,625500.0,37.764114,-122.402984,Potrero Hill,2.0,Condominium,2007.0,637181.0,94107.0
Address: 1379 Rhode Island Street,1379 Rhode Island St,3.0,3.0,2005.0,06/02/2015,1725000.0,37.752299,-122.401062,Potrero Hill,7.0,SingleFamily,1907.0,1732858.0,94107.0
Address: 1 Daniel Burnham Court #903,1 Daniel Burnham Ct APT 903,1.0,1.0,821.0,03/27/2015,800000.0,37.786755,-122.4225,Van Ness - Civic Center,3.0,Condominium,1988.0,821604.0,94109.0
Address: 305 Nevada Street,305 Nevada St,1.0,1.0,780.0,07/30/2015,875000.0,37.737964,-122.411337,Bernal Heights,4.0,SingleFamily,1907.0,884085.0,94110.0
Address: 15 Winfield Street,15 Winfield St,2.0,3.0,1508.0,06/02/2015,1455000.0,37.74507,-122.416711,Bernal Heights,8.0,SingleFamily,1924.0,1616320.0,94110.0
Address: 724 Excelsior Avenue,724 Excelsior Ave,2.0,2.0,875.0,06/02/2015,720000.0,37.723242,-122.427711,Excelsior,4.0,SingleFamily,1926.0,618297.0,94112.0
Address: 151 Beaver Street,151 Beaver St,1.0,2.0,1725.0,06/02/2015,1850000.0,37.764873,-122.436777,Corona Heights,5.0,Apartment,1906.0,1606882.0,94114.0
Address: 69 Saturn Street #69A,69A Saturn St,2.0,2.0,1560.0,06/02/2015,1525000.0,37.762503,-122.442292,Corona Heights,9.0,MultiFamily2To4,1906.0,1519890.0,94114.0
Address: 471 Jersey Street,471 Jersey St,1.5,3.0,1555.0,06/02/2015,1825000.0,37.750156,-122.435554,Noe Valley,6.0,Condominium,1923.0,1858479.0,94114.0
Address: 2431 26th Avenue,2431 26th Ave,3.0,3.0,2268.0,06/02/2015,1335000.0,37.742079,-122.483477,Parkside,8.0,SingleFamily,1916.0,1384752.0,94116.0
Address: 2518 35th Avenue,2518 35th Ave,1.0,2.0,1240.0,06/02/2015,1425000.0,37.740027,-122.492348,Parkside,5.0,SingleFamily,1936.0,1361862.0,94116.0
Address: 1572 Grove Street,1572 Grove St,1.0,3.0,1469.0,06/02/2015,1280000.0,37.77539,-122.442435,North Panhandle,7.0,Condominium,1890.0,1354852.0,94117.0
Address: 628 Haight Street,628 Haight St,1.0,3.0,1535.0,06/02/2015,1540000.0,37.772064,-122.433033,Hayes Valley,6.0,Condominium,1895.0,1557850.0,94117.0
Address: 825 La Playa Street #424,825 La Playa St APT 424,2.0,2.0,1084.0,06/02/2015,730000.0,37.772705,-122.510427,Outer Richmond,5.0,Condominium,1983.0,785473.0,94121.0
Address: 695 22nd Avenue,695 22nd Ave,2.0,2.0,1344.0,06/02/2015,1115000.0,37.774716,-122.481365,Central Richmond,6.0,SingleFamily,1922.0,1230464.0,94121.0
Address: 143 20th Avenue,143 20th Ave,2.5,3.0,2347.0,06/02/2015,2400000.0,37.785162,-122.480056,Lake,9.0,SingleFamily,1911.0,2229226.0,94121.0
Address: 1742 34th Avenue,1742 34th Ave,2.0,2.0,1688.0,06/02/2015,928000.0,37.754591,-122.492293,Central Sunset,6.0,SingleFamily,1940.0,1054291.0,94122.0
Address: 356 Urbano Drive,356 Urbano Dr,1.0,4.0,1745.0,06/02/2015,1000000.0,37.72544,-122.470077,Ingleside Terrace,6.0,SingleFamily,1918.0,1680660.0,94127.0
Address: 121 Marview Way,121 Marview Way,4.0,5.0,2041.0,06/02/2015,1000000.0,37.754477,-122.449255,Midtown Terrace,11.0,SingleFamily,1958.0,1273499.0,94131.0
Address: 523 Valley Street,523 Valley St,2.5,3.0,1688.0,06/02/2015,2150000.0,37.743817,-122.434,Noe Valley,6.0,SingleFamily,1916.0,2101540.0,94131.0
Address: 601 Van Ness Avenue #506,601 Van Ness Ave APT 506,1.0,1.0,718.0,06/01/2015,575000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,1982.0,629642.0,94102.0
Address: 520 6th Street #21,520 6th St APT 21,2.0,2.0,1501.0,06/01/2015,1460000.0,37.775459,-122.402389,South of Market,5.0,Condominium,2001.0,1506459.0,94103.0
Address: 116 Connecticut Street #1,116 Connecticut St # 1,2.0,2.0,1275.0,06/01/2015,1200000.0,37.764652,-122.398009,Potrero Hill,4.0,Condominium,1989.0,1255148.0,94107.0
Address: 650 Delancey Street #216,650 Delancey St APT 216,2.0,2.0,1565.0,06/01/2015,1850000.0,37.782775,-122.389686,South Beach,3.0,Condominium,1996.0,1946096.0,94107.0
Address: 2169 Folsom Street #M202,2169 Folsom St APT M202,2.0,2.0,1166.0,06/01/2015,1375000.0,37.76282,-122.414655,Mission,5.0,Condominium,2001.0,1396809.0,94110.0
Address: 39 Arnold Avenue,39 Arnold Ave,5.0,5.0,2479.0,06/01/2015,1570000.0,37.734474,-122.419369,Bernal Heights,5.0,SingleFamily,1942.0,1462932.0,94110.0
Address: 130 Landers Street #A,130 Landers St APT A,2.0,2.0,1231.0,06/01/2015,1305000.0,37.765575,-122.42819,Mission,5.0,Condominium,1983.0,1358535.0,94114.0
Address: 2761 Pine Street,2761 Pine St,3.0,4.0,2668.0,06/01/2015,1900000.0,37.786762,-122.441241,Lower Pacific Heights,9.0,SingleFamily,1900.0,2764870.0,94115.0
Address: 46 Desmond Street,46 Desmond St,1.0,2.0,1250.0,06/01/2015,721000.0,37.711134,-122.405326,Visitacion Valley,5.0,SingleFamily,1927.0,725131.0,94134.0
Address: 175 Langton Street #2,175 Langton St APT 2,1.5,1.0,980.0,05/29/2015,810000.0,37.775531,-122.407112,South of Market,2.0,Condominium,1999.0,870926.0,94103.0
Address: 201 Harrison Street #806,201 Harrison St APT 806,1.0,0.0,432.0,05/29/2015,605000.0,37.787585,-122.39048,South Beach,1.0,Condominium,1991.0,599168.0,94105.0
Address: 246 2nd Street #1301,246 2nd St APT 1301,1.0,1.0,668.0,05/29/2015,799000.0,37.78575,-122.397404,Yerba Buena,3.0,MultiFamily2To4,2000.0,828497.0,94105.0
Address: 500 Bryant Street #102,500 Bryant St UNIT 102,2.5,2.0,1297.0,05/29/2015,1089000.0,37.781323,-122.396231,South of Market,5.0,Condominium,2000.0,1174800.0,94107.0
Address: 900 Bush Street #617,900 Bush St APT 617,2.0,1.0,831.0,05/29/2015,730000.0,37.789945,-122.412735,Downtown,5.0,Condominium,1981.0,816828.0,94109.0
Address: 2010 Jackson Street,2010 Jackson St,6.0,4.0,6064.136424481258,05/29/2015,11500000.0,37.793532,-122.428354,Pacific Heights,8.0,SingleFamily,1960.0,11933093.0,94109.0
Address: 281 Nevada Street,281 Nevada St,1.0,2.0,846.0,05/29/2015,980000.0,37.738567,-122.411279,Bernal Heights,4.0,SingleFamily,1906.0,1001353.0,94110.0
Address: 3776 Cesar Chavez,3776 Cesar Chavez,1.0,1.0,1017.0,05/29/2015,1010000.0,37.748038,-122.424048,Mission,5.0,SingleFamily,1947.0,1009876.0,94110.0
Address: 39 Santa Marina Street,39 Santa Marina St,2.0,2.0,1200.0,05/29/2015,1150000.0,37.740407,-122.42214,Bernal Heights,6.0,SingleFamily,1906.0,1162130.0,94110.0
Address: 2207 Bryant Street,2207 Bryant St,2.0,4.0,1600.0,05/29/2015,1450000.0,37.759017,-122.409446,Mission,7.0,Condominium,1907.0,1280504.0,94110.0
Address: 871 Dolores Street #871A,871A Dolores St,2.0,2.0,3320.0,05/29/2015,2300000.0,37.755604,-122.425103,Mission,9.0,Duplex,1912.0,2325414.0,94110.0
